Starting Median Salary,Mid-Career Median Salary,School_Name,Private,Apps,Accept,Acp_Rate(%),Location,Rank,Tuition and fees
40600,,tristate university,Yes,1262.0,1102.0,0.87,,,
67600,,trinity college ct,Yes,3058.0,1798.0,0.59,,,
36600,,trinity college dc,Yes,247.0,189.0,0.77,,,
25300,,trinity college vt,Yes,222.0,185.0,0.83,,,
36400,,trinity university,Yes,2425.0,1818.0,0.75,,,
31300,,tulane university,Yes,7033.0,5125.0,0.73,"New Orleans, LA",39.0,"$51,010 "
43200,,tusculum college,Yes,626.0,372.0,0.59,,,
23400,,tuskegee university,Yes,2267.0,1827.0,0.81,,,
77200,,union college ky,Yes,484.0,384.0,0.79,,,
47000,,union college ny,Yes,3495.0,1712.0,0.49,,,
34300,,univ of wisconsin at oshkosh,No,4800.0,2900.0,0.6,,,
29500,,university of alabama at birmingham,No,1797.0,1260.0,0.7,,,
32600,,university of arkansas at fayetteville,No,3235.0,3108.0,0.96,,,
22500,,university of california at berkeley,No,19873.0,8252.0,0.42,,,
38700,,university of california at irvine,No,15698.0,10775.0,0.69,,,
29900,,university of central florida,No,6986.0,2959.0,0.42,"Orlando, FL",176.0,"$22,467 "
38200,,university of charleston,Yes,682.0,535.0,0.78,,,
37900,,university of chicago,Yes,6348.0,2999.0,0.47,"Chicago, IL",3.0,"$52,491 "
38400,,university of cincinnati,No,6855.0,5553.0,0.81,"Cincinnati, OH",135.0,"$26,334 "
37900,,university of connecticut at storrs,No,9735.0,7187.0,0.74,,,
45800,,university of dallas,Yes,681.0,588.0,0.86,,,
18100,,university of dayton,Yes,6361.0,5293.0,0.83,"Dayton, OH",111.0,"$40,940 "
49900,,university of denver,Yes,2974.0,2001.0,0.67,"Denver, CO",86.0,"$46,362 "
35700,,university of detroit mercy,Yes,927.0,731.0,0.79,,,
37200,,university of dubuque,Yes,576.0,558.0,0.97,,,
39000,,university of evansville,Yes,2096.0,1626.0,0.78,,,
33200,,university of florida,No,12445.0,8836.0,0.71,"Gainesville, FL",50.0,"$28,666 "
29900,,university of georgia,No,11220.0,7871.0,0.7,"Athens, GA",56.0,"$29,844 "
19800,,university of hartford,Yes,5081.0,4040.0,0.8,"West Hartford, CT",188.0,"$37,790 "
38600,,university of hawaii at manoa,No,3580.0,2603.0,0.73,,,
29600,,university of illinois  urbana,No,14939.0,11652.0,0.78,,,
27400,,university of indianapolis,Yes,1487.0,1276.0,0.86,,,
29400,,university of la verne,Yes,1597.0,969.0,0.61,"La Verne, CA",152.0,"$39,900 "
37100,,university of louisville,No,4777.0,3057.0,0.64,"Louisville, KY",171.0,"$24,626 "
26200,,university of maine at farmington,No,1208.0,803.0,0.66,,,
35700,,university of maine at machias,No,441.0,369.0,0.84,,,
41900,,university of maine at presque isle,No,461.0,381.0,0.83,,,
40000,,university of maryland at baltimore county,No,4269.0,2594.0,0.61,,,
34600,,university of maryland at college park,No,14292.0,10315.0,0.72,,,
PrivacySuppressed,,university of massachusetts at amherst,No,14438.0,12414.0,0.86,,,
14300,,university of massachusetts at dartmouth,No,3347.0,2597.0,0.78,,,
31000,,university of miami,Yes,7122.0,5386.0,0.76,"Coral Gables, FL",44.0,"$47,004 "
39600,,university of michigan at ann arbor,No,19152.0,12940.0,0.68,,,
12800,,university of minnesota at duluth,No,4192.0,3126.0,0.75,,,
42700,,university of minnesota at morris,No,1458.0,874.0,0.6,,,
29300,,university of minnesota twin cities,No,11054.0,6397.0,0.58,,,
,,university of missouri at columbia,No,6574.0,4637.0,0.71,,,
31100,,university of missouri at rolla,No,1877.0,1826.0,0.97,,,
,,university of missouri at saint louis,No,1618.0,1141.0,0.71,,,
33500,,university of mobile,Yes,452.0,331.0,0.73,,,
52000,,university of montevallo,No,1351.0,892.0,0.66,,,
42700,,university of nebraska at lincoln,No,6277.0,6003.0,0.96,,,
20900,,university of new england,Yes,1209.0,750.0,0.62,,,
26900,,university of new hampshire,No,9750.0,7640.0,0.78,"Durham, NH",107.0,"$31,424 "
,,university of north carolina at asheville,No,1757.0,979.0,0.56,,,
29000,,university of north carolina at chapel hill,No,14596.0,5985.0,0.41,,,
37400,,university of north carolina at charlotte,No,5803.0,4441.0,0.77,,,
48200,,university of north carolina at greensboro,No,5191.0,4134.0,0.8,,,
48200,,university of north carolina at wilmington,No,6071.0,3856.0,0.64,,,
53600,,university of north florida,No,1800.0,1253.0,0.7,,,
22300,,university of north texas,No,4418.0,2737.0,0.62,,,
18200,,university of northern colorado,No,5530.0,4007.0,0.72,,,
21300,,university of northern iowa,No,4144.0,3379.0,0.82,,,
15400,,university of notre dame,Yes,7700.0,3700.0,0.48,"Notre Dame, IN",15.0,"$49,685 "
21100,,university of pittsburghmain campus,No,8586.0,6383.0,0.74,,,
18200,,university of portland,Yes,1758.0,1485.0,0.84,,,
25500,,university of rhode island,No,9643.0,7751.0,0.8,"Kingston, RI",159.0,"$28,852 "
29700,,university of rochester,Yes,8766.0,5498.0,0.63,"Rochester, NY",32.0,"$50,142 "
,,university of san diego,Yes,3934.0,2735.0,0.7,"San Diego, CA",86.0,"$46,140 "
PrivacySuppressed,,university of san francisco,Yes,2306.0,1721.0,0.75,"San Francisco, CA",107.0,"$44,494 "
107700,,university of sci and arts of oklahoma,No,285.0,280.0,0.98,,,
,,university of scranton,Yes,4471.0,2942.0,0.66,,,
33800,,university of south carolina at aiken,No,848.0,560.0,0.66,,,
,,university of south carolina at columbia,No,7693.0,5815.0,0.76,,,
68100,,university of south florida,No,7589.0,4676.0,0.62,"Tampa, FL",159.0,"$17,325 "
23500,,university of southern california,Yes,12229.0,8498.0,0.69,"Los Angeles, CA",23.0,"$52,217 "
25100,,university of southern colorado,No,1401.0,1239.0,0.88,,,
22800,,university of southern indiana,No,2379.0,2133.0,0.9,,,
28100,,university of southern mississippi,No,2850.0,2044.0,0.72,"Hattiesburg, MS",220.0,"$16,094 "
28000,,university of st thomas mn,Yes,2057.0,1807.0,0.88,,,
26100,,university of st thomas tx,Yes,374.0,280.0,0.75,,,
32800,,university of tennessee at knoxville,No,7473.0,5372.0,0.72,,,
34400,,university of texas at arlington,No,3281.0,2559.0,0.78,,,
39700,,university of texas at austin,No,14752.0,9572.0,0.65,,,
37700,,university of texas at san antonio,No,4217.0,3100.0,0.74,,,
28000,,university of the arts,Yes,974.0,704.0,0.72,,,
20900,,university of the pacific,Yes,2459.0,1997.0,0.81,"Stockton, CA",111.0,"$44,588 "
53300,,university of the south,Yes,1445.0,966.0,0.67,,,
20700,,university of tulsa,Yes,1712.0,1557.0,0.91,"Tulsa, OK",86.0,"$38,796 "
36600,,university of vermont,No,7663.0,6008.0,0.78,"Burlington, VT",92.0,"$40,364 "
25700,,university of virginia,No,15849.0,5384.0,0.34,"Charlottesville, VA",24.0,"$45,066 "
42200,,university of washington,No,12749.0,7025.0,0.55,"Seattle, WA",54.0,"$34,791 "
32300,,university of west florida,No,1558.0,1254.0,0.8,,,
48300,,university of wisconsinstout,No,2593.0,1966.0,0.76,,,
36000,,university of wisconsinsuperior,No,910.0,910.0,1.0,,,
28000,,university of wisconsinwhitewater,No,4400.0,3719.0,0.85,,,
33500,,university of wisconsin at green bay,No,2409.0,1939.0,0.8,,,
PrivacySuppressed,,university of wisconsin at madison,No,14901.0,10932.0,0.73,,,
23100,,university of wisconsin at milwaukee,No,5244.0,3782.0,0.72,,,
40800,,university of wyoming,No,2029.0,1516.0,0.75,"Laramie, WY",171.0,"$16,215 "
PrivacySuppressed,,upper iowa university,Yes,663.0,452.0,0.68,,,
36800,,ursuline college,Yes,325.0,260.0,0.8,,,
24800,,valley city state university,No,368.0,344.0,0.93,,,
18300,,valparaiso university,Yes,2075.0,1727.0,0.83,,,
20200,,vanderbilt university,Yes,7791.0,4690.0,0.6,"Nashville, TN",15.0,"$45,610 "
21100,,villanova university,Yes,7759.0,5588.0,0.72,"Villanova, PA",50.0,"$49,280 "
26800,,virginia commonwealth university,No,4963.0,3497.0,0.7,"Richmond, VA",164.0,"$31,608 "
132300,,virginia state university,No,2996.0,2440.0,0.81,,,
54300,,virginia tech,No,15712.0,11719.0,0.75,"Blacksburg, VA",74.0,"$29,371 "
49000,,virginia union university,Yes,1847.0,1610.0,0.87,,,
96100,,virginia wesleyan college,Yes,1470.0,900.0,0.61,,,
61500,,viterbo college,Yes,647.0,518.0,0.8,,,
59100,,voorhees college,Yes,1465.0,1006.0,0.69,,,
30500,,wabash college,Yes,800.0,623.0,0.78,,,
42800,,wagner college,Yes,1416.0,1015.0,0.72,,,
29500,,wake forest university,Yes,5661.0,2392.0,0.42,"Winston-Salem, NC",27.0,"$49,308 "
69100,,walsh university,Yes,1092.0,890.0,0.82,,,
47100,,warren wilson college,Yes,440.0,311.0,0.71,,,
30700,,wartburg college,Yes,1231.0,1074.0,0.87,,,
,,washington and jefferson college,Yes,1305.0,1100.0,0.84,,,
25700,,washington college,Yes,1209.0,942.0,0.78,,,
,,washington state university,No,6540.0,5839.0,0.89,"Pullman, WA",143.0,"$25,673 "
29900,,washington university,Yes,7654.0,5259.0,0.69,,,
31200,,wayne state college,No,1373.0,1373.0,1.0,,,
42800,,waynesburg college,Yes,1190.0,978.0,0.82,,,
29000,,webber college,Yes,280.0,143.0,0.51,,,
28000,,webster university,Yes,665.0,462.0,0.69,,,
34100,,wells college,Yes,318.0,240.0,0.75,,,
39700,,wesley college,Yes,980.0,807.0,0.82,,,
16100,,wesleyan university,Yes,4772.0,1973.0,0.41,,,
33800,,west chester university of penn,No,6502.0,3539.0,0.54,,,
50900,,west liberty state college,No,1164.0,1062.0,0.91,,,
,,west virginia wesleyan college,Yes,1566.0,1400.0,0.89,,,
29100,,western maryland college,Yes,1205.0,984.0,0.82,,,
61200,,western michigan university,No,9167.0,7191.0,0.78,"Kalamazoo, MI",194.0,"$25,713 "
27400,,western new england college,Yes,1650.0,1471.0,0.89,,,
48800,,western state college of colorado,No,2702.0,1623.0,0.6,,,
30900,,westfield state college,No,3100.0,2150.0,0.69,,,
30900,,westminster college mo,Yes,662.0,553.0,0.84,,,
29600,,westminster college,Yes,996.0,866.0,0.87,,,
41500,,westminster college of salt lake city,Yes,917.0,720.0,0.79,,,
54100,,westmont college,No,950.0,713.0,0.75,,,
,,wheaton college il,Yes,1432.0,920.0,0.64,,,
44500,,westminster college pa,Yes,1738.0,1373.0,0.79,,,
23300,,wheeling jesuit college,Yes,903.0,755.0,0.84,,,
29700,,whittier college,Yes,1681.0,1069.0,0.64,,,
36200,,whitworth college,Yes,1121.0,926.0,0.83,,,
,,widener university,Yes,2139.0,1492.0,0.7,"Chester, PA",183.0,"$42,870 "
32900,,wilkes university,Yes,1631.0,1431.0,0.88,,,
45800,,willamette university,Yes,1658.0,1327.0,0.8,,,
,,william jewell college,Yes,663.0,547.0,0.83,,,
PrivacySuppressed,,william woods university,Yes,469.0,435.0,0.93,,,
25600,,wilson college,Yes,167.0,130.0,0.78,,,
42900,,wingate college,Yes,1239.0,1017.0,0.82,,,
41500,,winona state university,No,3325.0,2047.0,0.62,,,
PrivacySuppressed,,winthrop university,No,2320.0,1805.0,0.78,,,
33700,,wisconsin lutheran college,Yes,152.0,128.0,0.84,,,
51400,,wofford college,Yes,1501.0,935.0,0.62,,,
33300,,worcester polytechnic institute,Yes,2768.0,2314.0,0.84,"Worcester, MA",60.0,"$46,994 "
17200,,worcester state college,No,2197.0,1515.0,0.69,,,
44600,,xavier university,Yes,1959.0,1805.0,0.92,,,
34600,,xavier university of louisiana,Yes,2097.0,1915.0,0.91,,,
PrivacySuppressed,,york college of pennsylvania,Yes,2989.0,1855.0,0.62,,,
47800,,stanford university,,,,0.5568,"Stanford, CA",5.0,"$47,940 "
43700,,california institute of technology,,,,0.4658,"Pasadena, CA",12.0,"$47,577 "
,,rice university,,,,,"Houston, TX",15.0,"$43,918 "
45500,,washington university in st louis,,,,0.5438,"St. Louis, MO",19.0,"$49,770 "
69000,,university of californiaberkeley,,,,0.0847,"Berkeley, CA",20.0,"$40,191 "
37900,,university of californialos angeles,,,,0.5563,"Los Angeles, CA",24.0,"$39,518 "
38500,,tufts university,,,,,"Medford, MA",27.0,"$52,430 "
17700,,university of michiganann arbor,,,,,"Ann Arbor, MI",27.0,"$43,476 "
40400,,university of north carolinachapel hill,,,,0.6506,"Chapel Hill, NC",30.0,"$33,916 "
30900,,boston college,,,,,"Chestnut Hill, MA",31.0,"$51,296 "
29000,,college of william & mary,,,,,"Williamsburg, VA",32.0,"$41,718 "
,,university of californiasanta barbara,,,,0.9195,"Santa Barbara, CA",37.0,"$40,704 "
PrivacySuppressed,,university of californiairvine,,,,,"Irvine, CA",39.0,"$39,458 "
39500,,university of californiadavis,,,,0.6815,"Davis, CA",44.0,"$40,728 "
26100,,university of californiasan diego,,,,,"La Jolla, CA",44.0,"$41,387 "
27400,,university of illinoisurbanachampaign,,,,,"Champaign, IL",44.0,"$31,320 "
32300,,university of wisconsinmadison,,,,0.634,"Madison, WI",44.0,"$32,738 "
30300,,pennsylvania state universityuniversity park,,,,,"University Park, PA",50.0,"$32,382 "
31600,,ohio state universitycolumbus,,,,,"Columbus, OH",54.0,"$29,229 "
45200,,university of texasaustin,,,,0.4903,"Austin, TX",56.0,"$34,676 "
43600,,purdue universitywest lafayette,,,,0.6485,"West Lafayette, IN",60.0,"$28,804 "
47100,,university of connecticut,,,,0.6379,"Storrs, CT",60.0,"$35,858 "
85900,,university of marylandcollege park,,,,,"College Park, MD",60.0,"$32,045 "
55400,,yeshiva university,,,,,"New York, NY",66.0,"$40,670 "
53100,,brigham young universityprovo,,,,0.4678,"Provo, UT",68.0,"$5,300 "
PrivacySuppressed,,university of pittsburgh,,,,,"Pittsburgh, PA",68.0,"$29,758 "
48200,,rutgers universitynew brunswick,,,,0.7395,"Piscataway, NJ",70.0,"$30,023 "
44600,,university of minnesotatwin cities,,,,0.5282,"Minneapolis, MN",71.0,"$22,210 "
30300,,american university,,,,,"Washington, DC",74.0,"$44,853 "
25100,,texas a&m universitycollege station,,,,,"College Station, TX",74.0,"$28,768 "
26300,,university of massachusettsamherst,,,,,"Amherst, MA",74.0,"$30,123 "
,,miami universityoxford,,,,,"Oxford, OH",79.0,"$31,592 "
28200,,university of californiasanta cruz,,,,,"Santa Cruz, CA",79.0,"$40,241 "
29400,,university of iowa,,,,0.6364,"Iowa City, IA",82.0,"$28,413 "
,,binghamton universitysuny,,,,,"Binghamton, NY",86.0,"$22,164 "
29700,,indiana universitybloomington,,,,,"Bloomington, IN",86.0,"$34,246 "
60600,,north carolina state universityraleigh,,,,0,"Raleigh, NC",92.0,"$26,399 "
16900,,university of coloradoboulder,,,,,"Boulder, CO",92.0,"$35,079 "
42900,,drexel university,,,,0.7185,"Philadelphia, PA",96.0,"$51,030 "
43000,,stony brook universitysuny,,,,0.8744,"Stony Brook, NY",96.0,"$26,266 "
22500,,suny college of environmental science and forestry,,,,0.8767,"Syracuse, NY",99.0,"$17,620 "
PrivacySuppressed,,university at buffalosuny,,,,1,"Buffalo, NY",99.0,"$26,270 "
26200,,university of alabama,,,,,"Tuscaloosa, AL",103.0,"$26,950 "
PrivacySuppressed,,rochester institute of technology,,,,,"Rochester, NY",107.0,"$38,568 "
42200,,university of missouri,,,,0.6423,"Columbia, MO",111.0,"$25,892 "
41100,,university of nebraskalincoln,,,,0.7303,"Lincoln, NE",111.0,"$23,148 "
34300,,temple university,,,,,"Philadelphia, PA",118.0,"$25,994 "
21500,,university of californiariverside,,,,,"Riverside, CA",118.0,"$40,263 "
PrivacySuppressed,,university of st thomas,,,,0.931,"St. Paul, MN",118.0,"$39,594 "
32500,,the catholic university of america,,,,,"Washington, DC",124.0,"$42,536 "
71100,,depaul university,,,,,"Chicago, IL",124.0,"$37,626 "
43200,,duquesne university,,,,0.5878,"Pittsburgh, PA",124.0,"$35,062 "
48400,,howard university,,,,0.8265,"Washington, DC",124.0,"$24,908 "
37300,,arizona state universitytempe,,,,,"Tempe, AZ",129.0,"$25,458 "
30700,,new school,,,,0.6921,"New York, NY",129.0,"$45,535 "
37200,,university of kentucky,,,,0.6502,"Lexington, KY",133.0,"$26,334 "
41100,,louisiana state universitybaton rouge,,,,0.6478,"Baton Rouge, LA",135.0,"$27,005 "
37800,,rutgers universitynewark,,,,0.9233,"Newark, NJ",135.0,"$29,480 "
56600,,oregon state university,,,,0.6783,"Corvallis, OR",143.0,"$28,846 "
42000,,university at albanysuny,,,,,"Albany, NY",146.0,"$22,244 "
,,university of texasdallas,,,,,"Richardson, TX",146.0,"$33,654 "
31100,,immaculata university,,,,,"Immaculata, PA",152.0,"$35,210 "
,,university of californiamerced,,,,,"Merced, CA",152.0,"$39,944 "
17400,,university of illinoischicago,,,,,"Chicago, IL",152.0,"$26,526 "
54000,,university of massachusettslowell,,,,0.626,"Lowell, MA",152.0,"$29,125 "
15800,,university of alabamabirmingham,,,,,"Birmingham, AL",159.0,"$17,654 "
PrivacySuppressed,,university of marylandbaltimore county,,,,,"Baltimore, MD",159.0,"$24,492 "
35000,,biola university,,,,0.6522,"La Mirada, CA",164.0,"$36,696 "
41800,,maryville university of st louis,,,,0.6948,"St Louis, MO",164.0,"$27,958 "
44100,,missouri university of science & technology,,,,0.7544,"Rolla, MO",164.0,"$26,152 "
37700,,st john's university,,,,0.6603,"Queens, NY",164.0,"$39,460 "
34900,,union university,,,,0.8179,"Jackson, TN",169.0,"$30,420 "
46400,,university of hawaiimanoa,,,,0.7934,"Honolulu, HI",169.0,"$33,764 "
PrivacySuppressed,,edgewood college,,,,,"Madison, WI",171.0,"$27,530 "
39900,,ball state university,,,,0.8827,"Muncie, IN",176.0,"$25,428 "
14800,,lipscomb university,,,,,"Nashville, TN",176.0,"$29,756 "
36200,,texas tech university,,,,0.8319,"Lubbock, TX",176.0,"$22,861 "
30100,,university of new mexico,,,,,"Albuquerque, NM",176.0,"$21,302 "
36500,,azusa pacific university,,,,0.9661,"Azusa, CA",183.0,"$36,120 "
42500,,west virginia university,,,,0.8112,"Morgantown, WV",183.0,"$21,432 "
40600,,robert morris university,,,,0.6891,"Moon Township, PA",188.0,"$28,250 "
42700,,suffolk university,,,,0.6318,"Boston, MA",188.0,"$35,578 "
37000,,university of houston,,,,0.9458,"Houston, TX",194.0,"$25,410 "
39000,,indiana universitypurdue universityindianapolis,,,,0.8991,"Indianapolis, IN",197.0,"$29,791 "
36200,,lesley university,,,,0.7999,"Cambridge, MA",197.0,"$25,750 "
34900,,university of alabamahuntsville,,,,0.819,"Huntsville, AL",197.0,"$20,622 "
47700,,university of coloradodenver,,,,0.7691,"Denver, CO",197.0,"$29,334 "
36300,,university of nevadareno,,,,0.7961,"Reno, NV",197.0,"$21,052 "
37900,,california state universityfullerton,,,,0.8508,"Fullerton, CA",202.0,"$17,596 "
31500,,central michigan university,,,,0.6488,"Mount Pleasant, MI",202.0,"$23,670 "
27300,,university of alaskafairbanks,,,,0.7242,"Fairbanks, AK",202.0,"$22,469 "
27300,,university of north carolinacharlotte,,,,0.7242,"Charlotte, NC",202.0,"$20,193 "
PrivacySuppressed,,university of south dakota,,,,,"Vermillion, SD",202.0,"$11,688 "
PrivacySuppressed,,old dominion university,,,,,"Norfolk, VA",210.0,"$27,028 "
17100,,university of missourikansas city,,,,,"Kansas City, MO",210.0,"$22,714 "
37100,,ashland university,,,,,"Ashland, OH",214.0,"$20,392 "
40700,,dallas baptist university,,,,0.5932,"Dallas, TX",214.0,"$26,180 "
43300,,nova southeastern university,,,,0.6138,"Ft. Lauderdale, FL",214.0,"$27,660 "
49900,,southern illinois universitycarbondale,,,,0.6829,"Carbondale, IL",214.0,"$27,130 "
24700,,benedictine university,,,,,"Lisle, IL",220.0,"$32,170 "
,,california state universityfresno,,,,,"Fresno, CA",220.0,"$17,209 "
27100,,gardnerwebb university,,,,,"Boiling Springs, NC",220.0,"$29,850 "
13600,,shenandoah university,,,,,"Winchester, VA",220.0,"$31,322 "
78400,,university of massachusettsboston,,,,0.1771,"Boston, MA",220.0,"$32,023 "
33600,,university of massachusettsdartmouth,,,,0.497,"North Dartmouth, MA",220.0,"$19,270 "
PrivacySuppressed,,university of missourist louis,,,,,"St. Louis, MO",220.0,"$26,277 "
18500,,university of north carolinagreensboro,,,,,"Greensboro, NC",220.0,"$21,595 "
